  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1878           0     0.16160  0.14624  0.35  100000   14624   90495  4490933  44.91
  1878           1     0.05541  0.05390  0.49   85376    4602   83052  4400439  51.54
  1878           2     0.04029  0.03951  0.51   80774    3191   79199  4317387  53.45
  1878           3     0.02967  0.02923  0.49   77583    2268   76426  4238188  54.63
  1878           4     0.02173  0.02149  0.49   75316    1619   74492  4161762  55.26
  1878           5     0.01536  0.01525  0.50   73697    1124   73134  4087270  55.46
  1878           6     0.01134  0.01128  0.52   72573     818   72179  4014136  55.31
  1878           7     0.01112  0.01106  0.50   71755     794   71358  3941957  54.94
  1878           8     0.00777  0.00773  0.46   70961     549   70663  3870599  54.55
  1878           9     0.00515  0.00514  0.48   70412     362   70225  3799936  53.97
  1878          10     0.00475  0.00474  0.51   70051     332   69889  3729711  53.24
  1878          11     0.00476  0.00475  0.51   69719     331   69556  3659822  52.49
  1878          12     0.00438  0.00437  0.51   69388     303   69239  3590266  51.74
  1878          13     0.00507  0.00506  0.52   69084     349   68916  3521028  50.97
  1878          14     0.00516  0.00514  0.49   68735     354   68553  3452112  50.22
  1878          15     0.00498  0.00497  0.50   68382     340   68211  3383559  49.48
  1878          16     0.00503  0.00502  0.49   68041     341   67868  3315348  48.73
  1878          17     0.00583  0.00582  0.53   67700     394   67513  3247481  47.97
  1878          18     0.00574  0.00573  0.50   67306     385   67115  3179967  47.25
  1878          19     0.00519  0.00518  0.50   66921     346   66747  3112852  46.52
  1878          20     0.00600  0.00599  0.52   66575     399   66382  3046105  45.75
  1878          21     0.00575  0.00573  0.51   66176     379   65991  2979723  45.03
  1878          22     0.00765  0.00762  0.49   65797     502   65543  2913731  44.28
  1878          23     0.00688  0.00685  0.49   65295     448   65067  2848188  43.62
  1878          24     0.00624  0.00622  0.51   64848     403   64650  2783121  42.92
  1878          25     0.00789  0.00786  0.51   64444     506   64195  2718471  42.18
  1878          26     0.00701  0.00698  0.49   63938     446   63710  2654276  41.51
  1878          27     0.00720  0.00717  0.50   63491     456   63264  2590566  40.80
  1878          28     0.00793  0.00790  0.50   63036     498   62789  2527303  40.09
  1878          29     0.00792  0.00789  0.52   62538     494   62299  2464513  39.41
  1878          30     0.00771  0.00768  0.49   62044     476   61801  2402214  38.72
  1878          31     0.00672  0.00670  0.50   61568     413   61363  2340414  38.01
  1878          32     0.00761  0.00758  0.51   61155     464   60926  2279050  37.27
  1878          33     0.00751  0.00748  0.50   60692     454   60466  2218124  36.55
  1878          34     0.00762  0.00759  0.51   60238     457   60015  2157658  35.82
  1878          35     0.00733  0.00730  0.49   59781     436   59558  2097642  35.09
  1878          36     0.00796  0.00793  0.49   59344     470   59105  2038084  34.34
  1878          37     0.00882  0.00878  0.51   58874     517   58621  1978979  33.61
  1878          38     0.00930  0.00926  0.50   58357     540   58089  1920359  32.91
  1878          39     0.01007  0.01002  0.51   57817     579   57535  1862269  32.21
  1878          40     0.01296  0.01287  0.46   57238     736   56842  1804734  31.53
  1878          41     0.00895  0.00891  0.51   56501     503   56255  1747892  30.94
  1878          42     0.00785  0.00782  0.50   55998     438   55780  1691637  30.21
  1878          43     0.00811  0.00808  0.50   55560     449   55334  1635857  29.44
  1878          44     0.00761  0.00758  0.47   55111     418   54890  1580522  28.68
  1878          45     0.00835  0.00832  0.53   54694     455   54478  1525632  27.89
  1878          46     0.00927  0.00923  0.51   54239     500   53992  1471155  27.12
  1878          47     0.00864  0.00861  0.51   53738     463   53511  1417163  26.37
  1878          48     0.00894  0.00890  0.53   53276     474   53052  1363652  25.60
  1878          49     0.00929  0.00925  0.52   52802     489   52566  1310600  24.82
  1878          50     0.01142  0.01136  0.49   52313     594   52008  1258034  24.05
  1878          51     0.01099  0.01093  0.50   51719     565   51436  1206026  23.32
  1878          52     0.01226  0.01219  0.51   51154     623   50850  1154590  22.57
  1878          53     0.01100  0.01094  0.52   50530     553   50266  1103739  21.84
  1878          54     0.01071  0.01066  0.50   49978     533   49709  1053473  21.08
  1878          55     0.01177  0.01170  0.50   49445     578   49153  1003765  20.30
  1878          56     0.01352  0.01343  0.49   48867     656   48529   954612  19.54
  1878          57     0.01355  0.01346  0.51   48210     649   47891   906083  18.79
  1878          58     0.01666  0.01652  0.49   47561     786   47164   858192  18.04
  1878          59     0.01677  0.01663  0.50   46776     778   46384   811027  17.34
  1878          60     0.01828  0.01811  0.51   45998     833   45593   764643  16.62
  1878          61     0.02033  0.02013  0.51   45165     909   44716   719051  15.92
  1878          62     0.02258  0.02232  0.49   44255     988   43754   674334  15.24
  1878          63     0.02303  0.02276  0.49   43268     985   42766   630580  14.57
  1878          64     0.02450  0.02420  0.49   42283    1023   41764   587815  13.90
  1878          65     0.02770  0.02734  0.52   41260    1128   40724   546051  13.23
  1878          66     0.03196  0.03146  0.50   40132    1263   39498   505327  12.59
  1878          67     0.03005  0.02960  0.50   38869    1151   38294   465829  11.98
  1878          68     0.03614  0.03549  0.50   37718    1339   37045   427535  11.33
  1878          69     0.03939  0.03863  0.50   36380    1405   35673   390490  10.73
  1878          70     0.04790  0.04681  0.51   34974    1637   34177   354817  10.15
  1878          71     0.05031  0.04905  0.49   33337    1635   32497   320640   9.62
  1878          72     0.05538  0.05387  0.50   31702    1708   30841   288143   9.09
  1878          73     0.05857  0.05693  0.51   29994    1708   29156   257301   8.58
  1878          74     0.06985  0.06754  0.51   28287    1910   27351   228145   8.07
  1878          75     0.07102  0.06859  0.50   26376    1809   25475   200794   7.61
  1878          76     0.07917  0.07616  0.50   24567    1871   23633   175319   7.14
  1878          77     0.09030  0.08632  0.49   22696    1959   21696   151686   6.68
  1878          78     0.09567  0.09132  0.50   20737    1894   19795   129990   6.27
  1878          79     0.12398  0.11664  0.49   18843    2198   17728   110196   5.85
  1878          80     0.12413  0.11685  0.50   16645    1945   15670    92468   5.56
  1878          81     0.12916  0.12140  0.50   14700    1785   13817    76798   5.22
  1878          82     0.14510  0.13544  0.51   12916    1749   12056    62982   4.88
  1878          83     0.16909  0.15608  0.51   11167    1743   10307    50926   4.56
  1878          84     0.17420  0.16008  0.49    9424    1509    8660    40619   4.31
  1878          85     0.18600  0.16991  0.49    7915    1345    7230    31959   4.04
  1878          86     0.21529  0.19443  0.50    6570    1277    5934    24729   3.76
  1878          87     0.23197  0.20800  0.50    5293    1101    4746    18795   3.55
  1878          88     0.24611  0.21822  0.48    4192     915    3717    14049   3.35
  1878          89     0.26869  0.23702  0.50    3277     777    2891    10332   3.15
  1878          90     0.32372  0.27856  0.50    2500     697    2152     7441   2.98
  1878          91     0.29733  0.25801  0.49    1804     465    1565     5290   2.93
  1878          92     0.32992  0.28297  0.50    1338     379    1148     3724   2.78
  1878          93     0.35921  0.30435  0.50     960     292     813     2576   2.68
  1878          94     0.35496  0.29808  0.46     668     199     561     1763   2.64
  1878          95     0.30079  0.26027  0.48     469     122     405     1203   2.57
  1878          96     0.45455  0.37037  0.50     347     128     282      797   2.30
  1878          97     0.28814  0.25000  0.47     218      55     189      515   2.36
  1878          98     0.75000  0.54902  0.51     164      90     120      325   1.99
  1878          99     0.36207  0.30435  0.48      74      22      62      205   2.78
  1878         100     0.29268  0.25000  0.42      51      13      44      143   2.79
  1878         101     0.51724  0.41667  0.53      39      16      31      100   2.58
  1878         102     0.15789  0.14286  0.33      22       3      20       68   3.05
  1878         103     0.40000  0.33333  0.50      19       6      16       48   2.50
  1878         104     0.30000  0.25000  0.33      13       3      11       32   2.50
  1878         105     1.00000  0.66667  0.50      10       6       6       21   2.22
  1878         106     0.00000  0.00000  0.50       3       0       3       15   4.67
  1878         107     0.00000  0.00000  0.50       3       0       3       12   3.67
  1878         108     0.00000  0.00000  0.50       3       0       3        9   2.67
  1878         109     0.00000  0.00000  0.50       3       0       3        5   1.67
  1878         110+    1.50000  1.00000  0.67       3       3       2        2   0.67
  1879           0     0.15276  0.13896  0.35  100000   13896   90968  4470416  44.70
  1879           1     0.07066  0.06818  0.48   86104    5870   83077  4379448  50.86
  1879           2     0.04284  0.04193  0.49   80234    3364   78525  4296371  53.55
  1879           3     0.02827  0.02787  0.49   76870    2142   75781  4217845  54.87
  1879           4     0.02051  0.02030  0.49   74728    1517   73957  4142065  55.43
  1879           5     0.01490  0.01478  0.50   73211    1082   72667  4068107  55.57
  1879           6     0.01218  0.01210  0.49   72128     873   71687  3995440  55.39
  1879           7     0.00938  0.00933  0.47   71255     665   70901  3923753  55.07
  1879           8     0.00534  0.00532  0.48   70590     376   70396  3852852  54.58
  1879           9     0.00471  0.00470  0.50   70215     330   70051  3782456  53.87
  1879          10     0.00526  0.00525  0.52   69885     367   69707  3712405  53.12
  1879          11     0.00517  0.00515  0.52   69518     358   69344  3642698  52.40
  1879          12     0.00476  0.00475  0.51   69160     328   69000  3573353  51.67
  1879          13     0.00493  0.00491  0.48   68831     338   68657  3504353  50.91
  1879          14     0.00520  0.00519  0.52   68493     355   68322  3435696  50.16
  1879          15     0.00492  0.00491  0.50   68138     335   67972  3367375  49.42
  1879          16     0.00523  0.00521  0.52   67803     354   67633  3299403  48.66
  1879          17     0.00610  0.00608  0.49   67450     410   67242  3231770  47.91
  1879          18     0.00534  0.00533  0.49   67039     357   66859  3164528  47.20
  1879          19     0.00581  0.00579  0.53   66682     386   66500  3097669  46.45
  1879          20     0.00662  0.00660  0.50   66296     437   66080  3031170  45.72
  1879          21     0.00699  0.00697  0.52   65859     459   65640  2965090  45.02
  1879          22     0.00674  0.00672  0.49   65400     439   65175  2899450  44.33
  1879          23     0.00633  0.00631  0.50   64961     410   64755  2834275  43.63
  1879          24     0.00709  0.00706  0.51   64551     456   64329  2769520  42.90
  1879          25     0.00785  0.00782  0.49   64095     501   63840  2705191  42.21
  1879          26     0.00735  0.00732  0.52   63593     466   63370  2641350  41.54
  1879          27     0.00740  0.00737  0.51   63128     465   62898  2577980  40.84
  1879          28     0.00822  0.00819  0.50   62662     513   62407  2515082  40.14
  1879          29     0.00771  0.00768  0.48   62149     477   61903  2452675  39.46
  1879          30     0.00678  0.00676  0.49   61672     417   61460  2390772  38.77
  1879          31     0.00696  0.00693  0.50   61255     425   61043  2329312  38.03
  1879          32     0.00816  0.00813  0.51   60830     494   60586  2268269  37.29
  1879          33     0.00803  0.00799  0.51   60335     482   60100  2207682  36.59
  1879          34     0.00788  0.00785  0.50   59853     470   59617  2147582  35.88
  1879          35     0.00705  0.00703  0.51   59383     417   59178  2087966  35.16
  1879          36     0.00769  0.00766  0.51   58966     452   58744  2028788  34.41
  1879          37     0.00972  0.00967  0.51   58514     566   58237  1970044  33.67
  1879          38     0.00923  0.00919  0.52   57948     533   57690  1911807  32.99
  1879          39     0.01224  0.01216  0.48   57416     698   57054  1854117  32.29
  1879          40     0.00849  0.00845  0.52   56718     479   56487  1797063  31.68
  1879          41     0.00669  0.00666  0.49   56238     375   56048  1740577  30.95
  1879          42     0.00896  0.00892  0.53   55864     498   55629  1684529  30.15
  1879          43     0.00749  0.00746  0.51   55365     413   55164  1628900  29.42
  1879          44     0.00844  0.00840  0.51   54952     462   54727  1573736  28.64
  1879          45     0.00836  0.00832  0.49   54491     454   54261  1519009  27.88
  1879          46     0.00879  0.00875  0.48   54037     473   53792  1464748  27.11
  1879          47     0.00973  0.00968  0.54   53564     519   53323  1410956  26.34
  1879          48     0.00785  0.00782  0.51   53045     415   52841  1357633  25.59
  1879          49     0.00977  0.00972  0.53   52630     512   52391  1304792  24.79
  1879          50     0.01029  0.01024  0.51   52119     534   51857  1252400  24.03
  1879          51     0.01137  0.01131  0.52   51585     583   51303  1200544  23.27
  1879          52     0.01168  0.01162  0.51   51002     592   50714  1149241  22.53
  1879          53     0.01190  0.01184  0.51   50409     597   50117  1098527  21.79
  1879          54     0.01097  0.01091  0.53   49813     543   49556  1048410  21.05
  1879          55     0.01268  0.01260  0.50   49269     621   48959   998854  20.27
  1879          56     0.01197  0.01190  0.51   48648     579   48365   949895  19.53
  1879          57     0.01451  0.01441  0.50   48069     693   47721   901530  18.75
  1879          58     0.01432  0.01422  0.52   47377     674   47054   853809  18.02
  1879          59     0.01789  0.01773  0.50   46703     828   46291   806754  17.27
  1879          60     0.01962  0.01943  0.50   45875     892   45429   760463  16.58
  1879          61     0.01977  0.01957  0.50   44984     881   44539   715034  15.90
  1879          62     0.02129  0.02107  0.52   44103     929   43658   670494  15.20
  1879          63     0.02003  0.01982  0.49   43174     856   42738   626837  14.52
  1879          64     0.02597  0.02563  0.50   42318    1085   41771   584099  13.80
  1879          65     0.02345  0.02317  0.48   41233     955   40736   542327  13.15
  1879          66     0.02788  0.02748  0.48   40278    1107   39704   501592  12.45
  1879          67     0.03120  0.03074  0.52   39171    1204   38588   461888  11.79
  1879          68     0.03783  0.03713  0.50   37967    1410   37268   423300  11.15
  1879          69     0.04362  0.04272  0.52   36557    1562   35807   386032  10.56
  1879          70     0.04762  0.04654  0.51   34995    1629   34202   350225  10.01
  1879          71     0.05525  0.05378  0.50   33366    1794   32477   316023   9.47
  1879          72     0.04954  0.04835  0.50   31572    1526   30814   283545   8.98
  1879          73     0.06508  0.06305  0.51   30046    1894   29108   252731   8.41
  1879          74     0.07093  0.06857  0.51   28151    1930   27214   223623   7.94
  1879          75     0.07496  0.07231  0.51   26221    1896   25294   196409   7.49
  1879          76     0.08346  0.08016  0.51   24325    1950   23362   171115   7.03
  1879          77     0.09420  0.08991  0.49   22375    2012   21356   147753   6.60
  1879          78     0.10138  0.09647  0.50   20363    1964   19378   126397   6.21
  1879          79     0.11749  0.11095  0.50   18399    2041   17374   107019   5.82
  1879          80     0.12197  0.11494  0.50   16357    1880   15415    89645   5.48
  1879          81     0.12895  0.12114  0.50   14477    1754   13601    74229   5.13
  1879          82     0.16138  0.14962  0.51   12723    1904   11796    60629   4.77
  1879          83     0.16453  0.15205  0.50   10820    1645    9999    48832   4.51
  1879          84     0.16792  0.15498  0.50    9175    1422    8468    38833   4.23
  1879          85     0.21210  0.19212  0.51    7753    1489    7022    30366   3.92
  1879          86     0.22035  0.19841  0.50    6263    1243    5640    23343   3.73
  1879          87     0.23824  0.21240  0.49    5021    1066    4476    17704   3.53
  1879          88     0.24383  0.21768  0.51    3954     861    3530    13228   3.35
  1879          89     0.27872  0.24501  0.51    3093     758    2719     9698   3.13
  1879          90     0.31220  0.27044  0.51    2336     632    2023     6978   2.99
  1879          91     0.30698  0.26552  0.49    1704     452    1474     4955   2.91
  1879          92     0.34890  0.29812  0.51    1251     373    1069     3481   2.78
  1879          93     0.29464  0.25753  0.51     878     226     768     2412   2.75
  1879          94     0.39107  0.32883  0.52     652     214     548     1644   2.52
  1879          95     0.34646  0.29530  0.50     438     129     373     1096   2.50
  1879          96     0.47431  0.38095  0.48     308     118     248      723   2.34
  1879          97     0.33929  0.29231  0.53     191      56     165      475   2.49
  1879          98     0.52294  0.41304  0.49     135      56     107      310   2.30
  1879          99     0.35294  0.29630  0.46      79      24      67      204   2.57
  1879         100     0.30000  0.26316  0.53      56      15      49      137   2.46
  1879         101     0.33333  0.28571  0.50      41      12      35       88   2.14
  1879         102     0.71429  0.50000  0.40      29      15      21       53   1.80
  1879         103     0.21429  0.20000  0.67      15       3      14       32   2.20
  1879         104     0.30000  0.25000  0.33      12       3      10       19   1.58
  1879         105     0.85714  0.66667  0.67       9       6       7        9   1.00
  1879         106     1.50000  1.00000  0.67       3       3       2        2   0.67
  1879         107           .        .     .       0       0       0        0      .
  1879         108           .        .     .       0       0       0        0      .
  1879         109           .        .     .       0       0       0        0      .
  1879         110+          .        .     .       0       0       0        0      .
  1880           0     0.18010  0.16122  0.35  100000   16122   89520  4398667  43.99
  1880           1     0.07601  0.07305  0.47   83878    6127   80616  4309147  51.37
  1880           2     0.03846  0.03771  0.48   77750    2932   76239  4228531  54.39
  1880           3     0.02645  0.02610  0.50   74818    1953   73834  4152293  55.50
  1880           4     0.01939  0.01920  0.50   72866    1399   72165  4078458  55.97
  1880           5     0.01500  0.01489  0.51   71467    1064   70944  4006294  56.06
  1880           6     0.00992  0.00987  0.47   70403     695   70037  3935349  55.90
  1880           7     0.00673  0.00671  0.48   69708     468   69466  3865312  55.45
  1880           8     0.00526  0.00525  0.52   69240     364   69065  3795846  54.82
  1880           9     0.00523  0.00522  0.52   68876     359   68703  3726781  54.11
  1880          10     0.00583  0.00582  0.52   68517     399   68325  3658078  53.39
  1880          11     0.00592  0.00590  0.52   68118     402   67927  3589753  52.70
  1880          12     0.00501  0.00499  0.51   67716     338   67550  3521826  52.01
  1880          13     0.00444  0.00443  0.51   67378     299   67232  3454276  51.27
  1880          14     0.00491  0.00489  0.48   67080     328   66910  3387044  50.49
  1880          15     0.00457  0.00456  0.49   66751     305   66597  3320134  49.74
  1880          16     0.00556  0.00555  0.51   66447     369   66264  3253537  48.96
  1880          17     0.00553  0.00551  0.50   66078     364   65897  3187272  48.24
  1880          18     0.00551  0.00550  0.52   65714     361   65541  3121375  47.50
  1880          19     0.00670  0.00668  0.51   65352     436   65140  3055834  46.76
  1880          20     0.00685  0.00683  0.51   64916     443   64699  2990694  46.07
  1880          21     0.00696  0.00694  0.49   64473     447   64243  2925995  45.38
  1880          22     0.00642  0.00640  0.51   64026     410   63825  2861752  44.70
  1880          23     0.00674  0.00671  0.52   63616     427   63410  2797927  43.98
  1880          24     0.00704  0.00702  0.49   63189     443   62964  2734516  43.28
  1880          25     0.00709  0.00706  0.50   62745     443   62522  2671552  42.58
  1880          26     0.00712  0.00710  0.48   62302     442   62073  2609030  41.88
  1880          27     0.00778  0.00775  0.51   61860     480   61624  2546957  41.17
  1880          28     0.00756  0.00754  0.49   61380     463   61145  2485333  40.49
  1880          29     0.00701  0.00699  0.51   60918     426   60707  2424187  39.79
  1880          30     0.00698  0.00696  0.52   60492     421   60289  2363480  39.07
  1880          31     0.00697  0.00695  0.50   60071     417   59864  2303191  38.34
  1880          32     0.00823  0.00820  0.50   59654     489   59410  2243327  37.61
  1880          33     0.00782  0.00779  0.49   59165     461   58931  2183917  36.91
  1880          34     0.00746  0.00743  0.50   58704     436   58487  2124986  36.20
  1880          35     0.00760  0.00757  0.51   58268     441   58053  2066500  35.47
  1880          36     0.00869  0.00865  0.52   57827     500   57586  2008447  34.73
  1880          37     0.00879  0.00875  0.50   57326     502   57076  1950861  34.03
  1880          38     0.01133  0.01126  0.48   56825     640   56490  1893785  33.33
  1880          39     0.00928  0.00923  0.52   56185     519   55937  1837295  32.70
  1880          40     0.00638  0.00636  0.51   55666     354   55493  1781358  32.00
  1880          41     0.00784  0.00782  0.53   55312     432   55110  1725865  31.20
  1880          42     0.00663  0.00661  0.50   54880     363   54699  1670755  30.44
  1880          43     0.00887  0.00883  0.53   54517     481   54293  1616056  29.64
  1880          44     0.00736  0.00733  0.48   54036     396   53830  1561764  28.90
  1880          45     0.00752  0.00749  0.48   53639     402   53432  1507933  28.11
  1880          46     0.00890  0.00887  0.52   53237     472   53011  1454501  27.32
  1880          47     0.00727  0.00725  0.48   52765     382   52566  1401490  26.56
  1880          48     0.00943  0.00939  0.52   52383     492   52145  1348924  25.75
  1880          49     0.00878  0.00874  0.49   51891     453   51661  1296779  24.99
  1880          50     0.01029  0.01023  0.48   51438     526   51164  1245118  24.21
  1880          51     0.00904  0.00900  0.50   50911     458   50684  1193954  23.45
  1880          52     0.01026  0.01021  0.50   50453     515   50194  1143270  22.66
  1880          53     0.01003  0.00998  0.51   49938     498   49696  1093076  21.89
  1880          54     0.01021  0.01016  0.48   49439     502   49178  1043380  21.10
  1880          55     0.01320  0.01312  0.52   48937     642   48632   994202  20.32
  1880          56     0.01376  0.01367  0.49   48295     660   47960   945571  19.58
  1880          57     0.01485  0.01475  0.50   47635     702   47285   897611  18.84
  1880          58     0.01582  0.01570  0.50   46933     737   46563   850326  18.12
  1880          59     0.01920  0.01902  0.51   46196     879   45761   803763  17.40
  1880          60     0.01944  0.01925  0.50   45317     872   44879   758002  16.73
  1880          61     0.01976  0.01957  0.50   44445     870   44011   713123  16.05
  1880          62     0.02088  0.02066  0.49   43575     900   43113   669112  15.36
  1880          63     0.02155  0.02133  0.52   42675     910   42237   625998  14.67
  1880          64     0.02634  0.02600  0.49   41764    1086   41212   583761  13.98
  1880          65     0.02532  0.02501  0.51   40679    1017   40181   542549  13.34
  1880          66     0.02829  0.02790  0.52   39661    1107   39126   502368  12.67
  1880          67     0.03036  0.02992  0.52   38555    1154   38000   463242  12.02
  1880          68     0.03637  0.03573  0.51   37401    1336   36750   425242  11.37
  1880          69     0.04152  0.04067  0.50   36064    1467   35327   388492  10.77
  1880          70     0.04539  0.04441  0.51   34598    1536   33848   353164  10.21
  1880          71     0.04999  0.04876  0.50   33061    1612   32251   319316   9.66
  1880          72     0.05861  0.05697  0.51   31449    1792   30566   287065   9.13
  1880          73     0.05736  0.05578  0.51   29657    1654   28841   256499   8.65
  1880          74     0.05985  0.05817  0.52   28003    1629   27217   227658   8.13
  1880          75     0.07351  0.07091  0.50   26374    1870   25440   200441   7.60
  1880          76     0.08301  0.07970  0.50   24504    1953   23527   175001   7.14
  1880          77     0.09206  0.08798  0.50   22551    1984   21551   151474   6.72
  1880          78     0.09733  0.09278  0.50   20567    1908   19606   129923   6.32
  1880          79     0.10884  0.10320  0.50   18659    1926   17693   110316   5.91
  1880          80     0.11172  0.10590  0.51   16733    1772   15862    92623   5.54
  1880          81     0.13995  0.13076  0.50   14961    1956   13979    76761   5.13
  1880          82     0.14635  0.13626  0.49   13005    1772   12108    62782   4.83
  1880          83     0.16311  0.15087  0.50   11233    1695   10390    50674   4.51
  1880          84     0.19217  0.17550  0.51    9538    1674    8710    40284   4.22
  1880          85     0.20896  0.18866  0.48    7864    1484    7100    31573   4.01
  1880          86     0.22038  0.19851  0.50    6380    1267    5747    24473   3.84
  1880          87     0.23922  0.21395  0.51    5114    1094    4574    18726   3.66
  1880          88     0.25216  0.22337  0.49    4020     898    3561    14152   3.52
  1880          89     0.26195  0.23143  0.50    3122     722    2758    10592   3.39
  1880          90     0.25315  0.22429  0.49    2399     538    2126     7833   3.26
  1880          91     0.29318  0.25399  0.47    1861     473    1612     5708   3.07
  1880          92     0.34091  0.28908  0.47    1388     401    1177     4095   2.95
  1880          93     0.36042  0.30723  0.52     987     303     841     2918   2.96
  1880          94     0.26777  0.23478  0.48     684     161     600     2076   3.04
  1880          95     0.37246  0.31250  0.48     523     164     439     1477   2.82
  1880          96     0.30284  0.26446  0.52     360      95     314     1038   2.88
  1880          97     0.28205  0.24719  0.50     265      65     232      723   2.73
  1880          98     0.25424  0.22388  0.47     199      45     175      492   2.47
  1880          99     0.45238  0.36538  0.47     155      56     125      316   2.04
  1880         100     0.56757  0.42424  0.40      98      42      73      191   1.95
  1880         101     0.36735  0.31579  0.56      56      18      49      118   2.09
  1880         102     0.26471  0.23077  0.44      39       9      34       69   1.79
  1880         103     0.94737  0.60000  0.39      30      18      19       36   1.20
  1880         104     0.75000  0.50000  0.33      12       6       8       17   1.42
  1880         105     0.60000  0.50000  0.67       6       3       5        9   1.50
  1880         106     0.00000  0.00000  0.50       3       0       3        4   1.33
  1880         107     3.00000  1.00000  0.33       3       3       1        1   0.33
  1880         108           .        .     .       0       0       0        0      .
  1880         109           .        .     .       0       0       0        0      .
  1880         110+          .        .     .       0       0       0        0      .
  1881           0     0.18342  0.16388  0.35  100000   16388   89348  4459525  44.60
  1881           1     0.06205  0.05999  0.45   83612    5016   80832  4370177  52.27
  1881           2     0.03338  0.03283  0.49   78596    2580   77293  4289345  54.57
  1881           3     0.02631  0.02598  0.51   76016    1975   75041  4212052  55.41
  1881           4     0.01983  0.01964  0.51   74042    1454   73323  4137010  55.87
  1881           5     0.01231  0.01223  0.46   72587     888   72110  4063687  55.98
  1881           6     0.00740  0.00738  0.49   71699     529   71427  3991577  55.67
  1881           7     0.00639  0.00637  0.52   71170     453   70951  3920149  55.08
  1881           8     0.00626  0.00624  0.52   70717     442   70504  3849198  54.43
  1881           9     0.00629  0.00628  0.52   70275     441   70065  3778693  53.77
  1881          10     0.00645  0.00643  0.52   69834     449   69618  3708628  53.11
  1881          11     0.00572  0.00571  0.49   69385     396   69183  3639011  52.45
  1881          12     0.00513  0.00512  0.51   68990     353   68816  3569828  51.74
  1881          13     0.00419  0.00418  0.50   68636     287   68492  3501012  51.01
  1881          14     0.00457  0.00456  0.52   68350     312   68199  3432520  50.22
  1881          15     0.00455  0.00454  0.51   68038     309   67888  3364321  49.45
  1881          16     0.00550  0.00549  0.50   67729     371   67544  3296434  48.67
  1881          17     0.00580  0.00578  0.51   67358     389   67167  3228890  47.94
  1881          18     0.00631  0.00629  0.51   66968     421   66762  3161722  47.21
  1881          19     0.00699  0.00697  0.51   66547     464   66318  3094960  46.51
  1881          20     0.00700  0.00698  0.50   66083     461   65852  3028643  45.83
  1881          21     0.00662  0.00659  0.51   65622     433   65410  2962791  45.15
  1881          22     0.00646  0.00644  0.50   65189     420   64978  2897380  44.45
  1881          23     0.00706  0.00704  0.49   64770     456   64539  2832403  43.73
  1881          24     0.00609  0.00607  0.49   64314     391   64113  2767863  43.04
  1881          25     0.00699  0.00697  0.50   63923     445   63702  2703750  42.30
  1881          26     0.00700  0.00698  0.52   63478     443   63264  2640048  41.59
  1881          27     0.00776  0.00773  0.50   63035     488   62789  2576784  40.88
  1881          28     0.00750  0.00748  0.51   62547     468   62317  2513994  40.19
  1881          29     0.00661  0.00659  0.48   62080     409   61869  2451677  39.49
  1881          30     0.00751  0.00748  0.50   61671     461   61439  2389808  38.75
  1881          31     0.00717  0.00714  0.50   61210     437   60992  2328369  38.04
  1881          32     0.00821  0.00818  0.50   60772     497   60524  2267377  37.31
  1881          33     0.00744  0.00742  0.50   60275     447   60053  2206854  36.61
  1881          34     0.00875  0.00871  0.52   59828     521   59580  2146801  35.88
  1881          35     0.00758  0.00755  0.49   59307     448   59079  2087221  35.19
  1881          36     0.01015  0.01010  0.53   58859     595   58578  2028142  34.46
  1881          37     0.01253  0.01244  0.47   58265     725   57879  1969564  33.80
  1881          38     0.01037  0.01032  0.52   57540     594   57253  1911685  33.22
  1881          39     0.00753  0.00750  0.52   56946     427   56739  1854432  32.56
  1881          40     0.00870  0.00866  0.49   56519     490   56271  1797693  31.81
  1881          41     0.00700  0.00698  0.50   56029     391   55834  1741422  31.08
  1881          42     0.00710  0.00708  0.53   55638     394   55455  1685588  30.30
  1881          43     0.00685  0.00683  0.53   55244     377   55065  1630133  29.51
  1881          44     0.00851  0.00847  0.52   54867     465   54645  1575068  28.71
  1881          45     0.00836  0.00832  0.51   54402     453   54182  1520423  27.95
  1881          46     0.00830  0.00827  0.51   53950     446   53731  1466241  27.18
  1881          47     0.00986  0.00981  0.52   53504     525   53254  1412510  26.40
  1881          48     0.00862  0.00858  0.49   52979     454   52747  1359256  25.66
  1881          49     0.01007  0.01002  0.51   52524     526   52266  1306509  24.87
  1881          50     0.01008  0.01003  0.51   51998     521   51740  1254243  24.12
  1881          51     0.01063  0.01057  0.51   51477     544   51208  1202503  23.36
  1881          52     0.01085  0.01080  0.52   50932     550   50668  1151295  22.60
  1881          53     0.01190  0.01184  0.52   50383     596   50094  1100628  21.85
  1881          54     0.01242  0.01235  0.53   49786     615   49498  1050533  21.10
  1881          55     0.01230  0.01222  0.49   49171     601   48863  1001035  20.36
  1881          56     0.01449  0.01439  0.51   48571     699   48225   952172  19.60
  1881          57     0.01394  0.01384  0.48   47872     662   47530   903946  18.88
  1881          58     0.01733  0.01718  0.50   47209     811   46802   856416  18.14
  1881          59     0.01607  0.01594  0.49   46398     740   46018   809615  17.45
  1881          60     0.01798  0.01782  0.51   45659     814   45261   763596  16.72
  1881          61     0.01756  0.01741  0.50   44845     781   44456   718336  16.02
  1881          62     0.02375  0.02347  0.51   44064    1034   43557   673879  15.29
