  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1878           0     0.18938  0.16806  0.33  100000   16806   88740  4012178  40.12
  1878           1     0.05936  0.05764  0.50   83194    4795   80781  3923438  47.16
  1878           2     0.04454  0.04357  0.50   78399    3416   76694  3842657  49.01
  1878           3     0.03200  0.03148  0.49   74983    2361   73778  3765962  50.22
  1878           4     0.02227  0.02202  0.49   72622    1599   71812  3692185  50.84
  1878           5     0.01582  0.01569  0.48   71022    1115   70439  3620373  50.98
  1878           6     0.01273  0.01265  0.50   69908     884   69468  3549934  50.78
  1878           7     0.01092  0.01086  0.49   69023     750   68644  3480466  50.42
  1878           8     0.00808  0.00804  0.47   68274     549   67980  3411822  49.97
  1878           9     0.00435  0.00434  0.50   67724     294   67577  3343842  49.37
  1878          10     0.00495  0.00494  0.52   67430     333   67270  3276265  48.59
  1878          11     0.00465  0.00464  0.50   67097     311   66941  3208995  47.83
  1878          12     0.00411  0.00411  0.51   66786     274   66652  3142055  47.05
  1878          13     0.00389  0.00388  0.51   66511     258   66385  3075402  46.24
  1878          14     0.00426  0.00426  0.50   66253     282   66112  3009018  45.42
  1878          15     0.00413  0.00412  0.50   65971     272   65836  2942906  44.61
  1878          16     0.00369  0.00368  0.51   65700     242   65581  2877069  43.79
  1878          17     0.00409  0.00408  0.51   65458     267   65325  2811488  42.95
  1878          18     0.00520  0.00519  0.51   65190     338   65023  2746163  42.13
  1878          19     0.00542  0.00541  0.51   64852     351   64678  2681140  41.34
  1878          20     0.00698  0.00695  0.51   64501     448   64281  2616462  40.56
  1878          21     0.00807  0.00803  0.50   64053     515   63796  2552181  39.85
  1878          22     0.00880  0.00876  0.48   63538     557   63249  2488386  39.16
  1878          23     0.00803  0.00800  0.50   62982     504   62731  2425136  38.51
  1878          24     0.00773  0.00769  0.48   62478     481   62228  2362405  37.81
  1878          25     0.00799  0.00796  0.49   61997     494   61745  2300177  37.10
  1878          26     0.00760  0.00757  0.49   61504     465   61268  2238432  36.40
  1878          27     0.00782  0.00779  0.49   61038     475   60796  2177164  35.67
  1878          28     0.00731  0.00728  0.49   60563     441   60339  2116368  34.95
  1878          29     0.00770  0.00767  0.49   60122     461   59887  2056028  34.20
  1878          30     0.00729  0.00726  0.50   59660     433   59446  1996141  33.46
  1878          31     0.00790  0.00787  0.49   59227     466   58990  1936695  32.70
  1878          32     0.00824  0.00820  0.50   58761     482   58517  1877705  31.96
  1878          33     0.00759  0.00757  0.49   58279     441   58056  1819188  31.22
  1878          34     0.00832  0.00829  0.50   57838     479   57596  1761132  30.45
  1878          35     0.00863  0.00859  0.48   57359     493   57103  1703535  29.70
  1878          36     0.00800  0.00797  0.49   56866     453   56636  1646432  28.95
  1878          37     0.00971  0.00966  0.51   56413     545   56144  1589796  28.18
  1878          38     0.01036  0.01031  0.51   55867     576   55584  1533652  27.45
  1878          39     0.02336  0.02314  0.59   55291    1279   54770  1478068  26.73
  1878          40     0.02990  0.02939  0.41   54012    1587   53082  1423298  26.35
  1878          41     0.01124  0.01118  0.51   52425     586   52138  1370215  26.14
  1878          42     0.01086  0.01080  0.49   51838     560   51555  1318077  25.43
  1878          43     0.01070  0.01064  0.51   51279     546   51010  1266522  24.70
  1878          44     0.00932  0.00927  0.49   50733     470   50494  1215512  23.96
  1878          45     0.01293  0.01285  0.52   50262     646   49951  1165019  23.18
  1878          46     0.01517  0.01505  0.49   49617     747   49239  1115068  22.47
  1878          47     0.01429  0.01419  0.51   48870     693   48529  1065829  21.81
  1878          48     0.01487  0.01477  0.50   48176     711   47823  1017299  21.12
  1878          49     0.01556  0.01544  0.52   47465     733   47112   969477  20.43
  1878          50     0.01855  0.01837  0.49   46732     859   46294   922365  19.74
  1878          51     0.01740  0.01725  0.51   45873     791   45487   876071  19.10
  1878          52     0.01936  0.01918  0.52   45082     865   44663   830584  18.42
  1878          53     0.02134  0.02112  0.52   44217     934   43767   785921  17.77
  1878          54     0.02209  0.02185  0.50   43284     946   42808   742155  17.15
  1878          55     0.02510  0.02478  0.49   42338    1049   41807   699346  16.52
  1878          56     0.02378  0.02351  0.51   41289     971   40816   657539  15.93
  1878          57     0.02567  0.02535  0.51   40318    1022   39814   616723  15.30
  1878          58     0.03230  0.03179  0.50   39296    1249   38671   576909  14.68
  1878          59     0.03158  0.03110  0.51   38047    1183   37469   538238  14.15
  1878          60     0.03696  0.03629  0.50   36864    1338   36195   500769  13.58
  1878          61     0.03841  0.03769  0.50   35526    1339   34858   464574  13.08
  1878          62     0.03973  0.03896  0.51   34187    1332   33528   429716  12.57
  1878          63     0.04246  0.04159  0.50   32855    1366   32178   396188  12.06
  1878          64     0.04216  0.04126  0.48   31489    1299   30820   364010  11.56
  1878          65     0.04711  0.04601  0.49   30190    1389   29485   333190  11.04
  1878          66     0.04954  0.04834  0.50   28801    1392   28102   303706  10.55
  1878          67     0.05162  0.05031  0.50   27408    1379   26715   275603  10.06
  1878          68     0.05617  0.05459  0.49   26029    1421   25300   248888   9.56
  1878          69     0.05880  0.05711  0.49   24608    1405   23898   223588   9.09
  1878          70     0.06845  0.06616  0.50   23203    1535   22429   199690   8.61
  1878          71     0.06930  0.06692  0.49   21668    1450   20925   177261   8.18
  1878          72     0.08565  0.08217  0.51   20218    1661   19396   156336   7.73
  1878          73     0.08036  0.07718  0.49   18557    1432   17823   136940   7.38
  1878          74     0.09827  0.09373  0.51   17124    1605   16333   119117   6.96
  1878          75     0.10593  0.10064  0.50   15519    1562   14745   102783   6.62
  1878          76     0.11110  0.10543  0.52   13957    1471   13244    88038   6.31
  1878          77     0.11827  0.11170  0.50   12486    1395   11793    74794   5.99
  1878          78     0.11729  0.11081  0.50   11091    1229   10479    63001   5.68
  1878          79     0.13762  0.12862  0.49    9862    1268    9217    52522   5.33
  1878          80     0.13566  0.12680  0.48    8594    1090    8032    43306   5.04
  1878          81     0.15054  0.14001  0.50    7504    1051    6979    35273   4.70
  1878          82     0.16334  0.15121  0.51    6453     976    5974    28294   4.38
  1878          83     0.19428  0.17755  0.52    5478     973    5006    22320   4.07
  1878          84     0.18735  0.17112  0.49    4505     771    4115    17314   3.84
  1878          85     0.21284  0.19251  0.50    3734     719    3377    13199   3.53
  1878          86     0.25770  0.22869  0.51    3015     690    2676     9822   3.26
  1878          87     0.24724  0.21958  0.49    2326     511    2065     7146   3.07
  1878          88     0.31513  0.27240  0.50    1815     494    1569     5081   2.80
  1878          89     0.36117  0.30542  0.49    1321     403    1117     3512   2.66
  1878          90     0.35049  0.29787  0.50     917     273     780     2395   2.61
  1878          91     0.37352  0.31818  0.53     644     205     549     1616   2.51
  1878          92     0.31805  0.27407  0.50     439     120     378     1067   2.43
  1878          93     0.42678  0.34694  0.46     319     111     259      688   2.16
  1878          94     0.50980  0.40625  0.50     208      85     166      429   2.06
  1878          95     0.42857  0.34211  0.41     124      42      99      263   2.13
  1878          96     0.53226  0.44000  0.61      81      36      67      165   2.03
  1878          97     0.35294  0.28571  0.33      46      13      37       98   2.14
  1878          98     0.37500  0.30000  0.33      33      10      26       61   1.87
  1878          99     0.60000  0.42857  0.33      23      10      16       35   1.52
  1878         100     0.75000  0.50000  0.33      13       7       9       18   1.42
  1878         101     0.60000  0.50000  0.67       7       3       5       10   1.50
  1878         102     0.00000  0.00000  0.50       3       0       3        4   1.33
  1878         103     3.00000  1.00000  0.33       3       3       1        1   0.33
  1878         104           .        .     .       0       0       0        0      .
  1878         105           .        .     .       0       0       0        0      .
  1878         106           .        .     .       0       0       0        0      .
  1878         107           .        .     .       0       0       0        0      .
  1878         108           .        .     .       0       0       0        0      .
  1878         109           .        .     .       0       0       0        0      .
  1878         110+          .        .     .       0       0       0        0      .
  1879           0     0.18645  0.16575  0.33  100000   16575   88895  3954682  39.55
  1879           1     0.07573  0.07287  0.48   83425    6079   80274  3865787  46.34
  1879           2     0.04574  0.04470  0.49   77346    3457   75583  3785513  48.94
  1879           3     0.03072  0.03024  0.49   73889    2235   72754  3709929  50.21
  1879           4     0.02168  0.02145  0.49   71654    1537   70876  3637176  50.76
  1879           5     0.01501  0.01490  0.51   70117    1045   69608  3566300  50.86
  1879           6     0.01361  0.01352  0.50   69072     934   68609  3496691  50.62
  1879           7     0.00854  0.00850  0.45   68138     579   67822  3428082  50.31
  1879           8     0.00614  0.00612  0.48   67559     413   67346  3360261  49.74
  1879           9     0.00457  0.00456  0.51   67146     306   66994  3292915  49.04
  1879          10     0.00580  0.00578  0.51   66839     386   66651  3225920  48.26
  1879          11     0.00491  0.00490  0.51   66453     326   66295  3159270  47.54
  1879          12     0.00467  0.00466  0.51   66127     308   65976  3092975  46.77
  1879          13     0.00417  0.00416  0.50   65819     274   65683  3026999  45.99
  1879          14     0.00447  0.00446  0.50   65545     292   65400  2961316  45.18
  1879          15     0.00378  0.00377  0.48   65253     246   65126  2895916  44.38
  1879          16     0.00433  0.00432  0.52   65007     281   64872  2830791  43.55
  1879          17     0.00434  0.00433  0.51   64726     281   64589  2765919  42.73
  1879          18     0.00560  0.00558  0.52   64445     360   64271  2701330  41.92
  1879          19     0.00602  0.00600  0.52   64085     385   63901  2637060  41.15
  1879          20     0.00764  0.00761  0.50   63701     485   63459  2573159  40.39
  1879          21     0.00762  0.00759  0.48   63216     480   62968  2509700  39.70
  1879          22     0.00842  0.00838  0.51   62736     526   62476  2446732  39.00
  1879          23     0.00832  0.00829  0.49   62210     515   61949  2384255  38.33
  1879          24     0.00732  0.00729  0.50   61695     450   61472  2322306  37.64
  1879          25     0.00799  0.00796  0.50   61245     487   61002  2260835  36.91
  1879          26     0.00781  0.00778  0.50   60758     473   60521  2199833  36.21
  1879          27     0.00808  0.00805  0.50   60285     485   60044  2139312  35.49
  1879          28     0.00787  0.00784  0.51   59800     469   59570  2079268  34.77
  1879          29     0.00712  0.00710  0.49   59331     421   59116  2019699  34.04
  1879          30     0.00780  0.00777  0.50   58910     458   58680  1960583  33.28
  1879          31     0.00751  0.00748  0.49   58452     437   58229  1901903  32.54
  1879          32     0.00848  0.00845  0.50   58015     490   57771  1843674  31.78
  1879          33     0.00795  0.00792  0.51   57525     455   57300  1785902  31.05
  1879          34     0.00859  0.00856  0.50   57069     488   56826  1728602  30.29
  1879          35     0.00857  0.00854  0.52   56581     483   56347  1671776  29.55
  1879          36     0.00818  0.00814  0.51   56098     457   55874  1615429  28.80
  1879          37     0.01018  0.01012  0.50   55641     563   55359  1559555  28.03
  1879          38     0.02377  0.02355  0.60   55078    1297   54558  1504196  27.31
  1879          39     0.02624  0.02585  0.43   53781    1390   52982  1449638  26.95
  1879          40     0.01313  0.01305  0.52   52390     684   52059  1396656  26.66
  1879          41     0.01037  0.01032  0.53   51707     534   51458  1344597  26.00
  1879          42     0.01019  0.01014  0.50   51173     519   50915  1293139  25.27
  1879          43     0.01055  0.01050  0.51   50654     532   50391  1242225  24.52
  1879          44     0.01349  0.01340  0.51   50123     672   49790  1191833  23.78
  1879          45     0.01323  0.01315  0.50   49451     650   49128  1142043  23.09
  1879          46     0.01454  0.01444  0.49   48801     704   48440  1092916  22.40
  1879          47     0.01437  0.01427  0.52   48096     686   47769  1044475  21.72
  1879          48     0.01428  0.01418  0.50   47410     672   47074   996706  21.02
  1879          49     0.01820  0.01805  0.53   46738     843   46339   949632  20.32
  1879          50     0.01920  0.01902  0.51   45894     873   45465   903293  19.68
  1879          51     0.01881  0.01865  0.52   45021     839   44619   857829  19.05
  1879          52     0.02049  0.02029  0.51   44182     896   43746   813210  18.41
  1879          53     0.02163  0.02141  0.51   43286     927   42834   769463  17.78
  1879          54     0.02044  0.02023  0.51   42359     857   41942   726630  17.15
  1879          55     0.02262  0.02237  0.51   41502     929   41046   684688  16.50
  1879          56     0.02549  0.02518  0.52   40573    1021   40078   643643  15.86
  1879          57     0.02717  0.02681  0.51   39552    1061   39029   603564  15.26
  1879          58     0.02951  0.02909  0.50   38491    1120   37937   564535  14.67
  1879          59     0.03224  0.03172  0.49   37372    1186   36767   526598  14.09
  1879          60     0.03780  0.03712  0.52   36186    1343   35540   489831  13.54
  1879          61     0.03973  0.03896  0.50   34843    1358   34167   454291  13.04
  1879          62     0.03956  0.03882  0.52   33485    1300   32858   420124  12.55
  1879          63     0.04465  0.04366  0.49   32186    1405   31468   387266  12.03
  1879          64     0.04615  0.04515  0.52   30780    1390   30112   355798  11.56
  1879          65     0.05206  0.05079  0.52   29391    1493   28673   325686  11.08
  1879          66     0.04479  0.04382  0.50   27898    1222   27289   297014  10.65
  1879          67     0.05851  0.05682  0.49   26676    1516   25906   269724  10.11
  1879          68     0.05755  0.05593  0.50   25160    1407   24450   243818   9.69
  1879          69     0.06207  0.06022  0.51   23753    1430   23046   219368   9.24
  1879          70     0.07149  0.06903  0.50   22322    1541   21553   196322   8.79
  1879          71     0.06775  0.06559  0.51   20781    1363   20120   174769   8.41
  1879          72     0.07740  0.07455  0.51   19418    1448   18704   154648   7.96
  1879          73     0.07768  0.07483  0.51   17971    1345   17311   135944   7.56
  1879          74     0.09158  0.08751  0.49   16626    1455   15888   118633   7.14
  1879          75     0.09430  0.09010  0.51   15171    1367   14495   102745   6.77
  1879          76     0.10305  0.09791  0.49   13804    1352   13115    88250   6.39
  1879          77     0.10862  0.10305  0.50   12452    1283   11814    75135   6.03
  1879          78     0.12667  0.11892  0.49   11169    1328   10486    63321   5.67
  1879          79     0.13395  0.12556  0.50    9841    1236    9225    52835   5.37
  1879          80     0.13794  0.12901  0.50    8605    1110    8048    43611   5.07
  1879          81     0.13771  0.12889  0.50    7495     966    7015    35562   4.74
  1879          82     0.16995  0.15688  0.51    6529    1024    6027    28548   4.37
  1879          83     0.19343  0.17604  0.49    5505     969    5010    22520   4.09
  1879          84     0.20159  0.18323  0.50    4536     831    4123    17510   3.86
  1879          85     0.24567  0.21937  0.51    3705     813    3308    13388   3.61
  1879          86     0.23323  0.20891  0.50    2892     604    2590    10079   3.49
  1879          87     0.21918  0.19705  0.49    2288     451    2057     7489   3.27
  1879          88     0.28916  0.25376  0.52    1837     466    1612     5432   2.96
  1879          89     0.31169  0.26846  0.48    1371     368    1181     3820   2.79
  1879          90     0.30178  0.25994  0.47    1003     261     864     2639   2.63
  1879          91     0.35468  0.29752  0.46     742     221     623     1776   2.39
  1879          92     0.39437  0.32941  0.50     521     172     435     1153   2.21
  1879          93     0.45652  0.36842  0.48     350     129     282      718   2.05
  1879          94     0.35870  0.30556  0.52     221      67     188      435   1.97
  1879          95     0.62069  0.48000  0.53     153      74     119      247   1.61
  1879          96     0.57143  0.46154  0.58      80      37      64      129   1.62
  1879          97     0.67742  0.50000  0.48      43      21      32       64   1.50
  1879          98     0.56250  0.42857  0.44      21       9      16       33   1.52
  1879          99     0.66667  0.50000  0.50      12       6       9       16   1.33
  1879         100     0.60000  0.50000  0.67       6       3       5        7   1.17
  1879         101     1.50000  1.00000  0.67       3       3       2        2   0.67
  1879         102           .        .     .       0       0       0        0      .
  1879         103           .        .     .       0       0       0        0      .
  1879         104           .        .     .       0       0       0        0      .
  1879         105           .        .     .       0       0       0        0      .
  1879         106           .        .     .       0       0       0        0      .
  1879         107           .        .     .       0       0       0        0      .
  1879         108           .        .     .       0       0       0        0      .
  1879         109           .        .     .       0       0       0        0      .
  1879         110+          .        .     .       0       0       0        0      .
  1880           0     0.21806  0.19026  0.33  100000   19026   87252  3866079  38.66
  1880           1     0.08028  0.07699  0.47   80974    6234   77652  3778827  46.67
  1880           2     0.04145  0.04059  0.49   74740    3033   73180  3701175  49.52
  1880           3     0.02794  0.02754  0.49   71706    1975   70695  3627995  50.60
  1880           4     0.02116  0.02094  0.50   69731    1460   69001  3557300  51.01
  1880           5     0.01683  0.01669  0.51   68271    1140   67709  3488299  51.10
  1880           6     0.01160  0.01152  0.47   67131     774   66718  3420590  50.95
  1880           7     0.00556  0.00554  0.48   66358     368   66166  3353872  50.54
  1880           8     0.00603  0.00601  0.51   65990     397   65797  3287706  49.82
  1880           9     0.00551  0.00550  0.52   65593     361   65422  3221909  49.12
  1880          10     0.00621  0.00619  0.51   65233     404   65035  3156488  48.39
  1880          11     0.00567  0.00565  0.52   64829     366   64652  3091453  47.69
  1880          12     0.00486  0.00485  0.50   64462     312   64307  3026801  46.95
  1880          13     0.00417  0.00416  0.50   64150     267   64016  2962494  46.18
  1880          14     0.00432  0.00431  0.49   63883     276   63743  2898477  45.37
  1880          15     0.00349  0.00349  0.51   63607     222   63499  2834734  44.57
  1880          16     0.00418  0.00417  0.49   63386     265   63250  2771235  43.72
  1880          17     0.00388  0.00387  0.48   63121     245   62994  2707985  42.90
  1880          18     0.00586  0.00585  0.51   62877     368   62695  2644991  42.07
  1880          19     0.00706  0.00703  0.52   62509     440   62297  2582296  41.31
  1880          20     0.00742  0.00739  0.49   62069     459   61836  2519999  40.60
  1880          21     0.00709  0.00707  0.50   61611     435   61394  2458163  39.90
  1880          22     0.00851  0.00847  0.49   61175     518   60911  2396769  39.18
  1880          23     0.00812  0.00808  0.50   60657     490   60411  2335858  38.51
  1880          24     0.00828  0.00825  0.51   60166     496   59925  2275447  37.82
  1880          25     0.00858  0.00855  0.50   59670     510   59417  2215522  37.13
  1880          26     0.00774  0.00771  0.49   59160     456   58929  2156105  36.45
  1880          27     0.00784  0.00781  0.49   58704     458   58469  2097176  35.72
  1880          28     0.00817  0.00814  0.50   58246     474   58007  2038708  35.00
  1880          29     0.00712  0.00710  0.50   57772     410   57569  1980701  34.28
  1880          30     0.00836  0.00833  0.51   57362     478   57127  1923132  33.53
  1880          31     0.00720  0.00717  0.50   56884     408   56680  1866005  32.80
  1880          32     0.00864  0.00861  0.50   56476     486   56232  1809325  32.04
  1880          33     0.00771  0.00768  0.48   55990     430   55768  1753093  31.31
  1880          34     0.00838  0.00834  0.49   55560     464   55324  1697325  30.55
  1880          35     0.00922  0.00918  0.50   55097     506   54843  1642001  29.80
  1880          36     0.00946  0.00942  0.52   54591     514   54342  1587157  29.07
  1880          37     0.02545  0.02519  0.60   54077    1362   53535  1532816  28.35
  1880          38     0.02919  0.02870  0.41   52714    1513   51820  1479280  28.06
  1880          39     0.01199  0.01192  0.54   51202     610   50918  1427460  27.88
  1880          40     0.00992  0.00988  0.50   50591     500   50343  1376542  27.21
  1880          41     0.00757  0.00754  0.52   50092     378   49909  1326199  26.48
  1880          42     0.00922  0.00918  0.51   49714     456   49491  1276291  25.67
  1880          43     0.01129  0.01123  0.51   49258     553   48984  1226800  24.91
  1880          44     0.01147  0.01140  0.51   48704     555   48434  1177816  24.18
  1880          45     0.01160  0.01153  0.49   48149     555   47865  1129382  23.46
  1880          46     0.01319  0.01311  0.51   47594     624   47288  1081517  22.72
  1880          47     0.01280  0.01271  0.48   46970     597   46658  1034229  22.02
  1880          48     0.01563  0.01551  0.52   46373     719   46024   987572  21.30
  1880          49     0.01483  0.01472  0.50   45654     672   45318   941547  20.62
  1880          50     0.02014  0.01994  0.50   44982     897   44537   896229  19.92
  1880          51     0.01889  0.01872  0.51   44085     825   43677   851692  19.32
  1880          52     0.01845  0.01828  0.50   43259     791   42866   808015  18.68
  1880          53     0.01901  0.01883  0.50   42469     800   42071   765149  18.02
  1880          54     0.02045  0.02025  0.51   41669     844   41256   723078  17.35
  1880          55     0.02155  0.02133  0.51   40825     871   40399   681823  16.70
  1880          56     0.02593  0.02560  0.50   39955    1023   39446   641424  16.05
  1880          57     0.02471  0.02440  0.49   38932     950   38451   601978  15.46
  1880          58     0.02823  0.02783  0.49   37982    1057   37447   563527  14.84
  1880          59     0.03358  0.03304  0.51   36925    1220   36330   526081  14.25
  1880          60     0.03376  0.03320  0.51   35705    1185   35119   489751  13.72
  1880          61     0.03755  0.03685  0.49   34519    1272   33876   454632  13.17
  1880          62     0.03656  0.03587  0.48   33247    1193   32626   420756  12.66
  1880          63     0.04198  0.04111  0.50   32055    1318   31393   388130  12.11
  1880          64     0.04569  0.04469  0.51   30737    1373   30061   356737  11.61
  1880          65     0.04546  0.04446  0.50   29363    1305   28714   326676  11.13
  1880          66     0.04949  0.04831  0.50   28058    1355   27385   297962  10.62
  1880          67     0.05355  0.05210  0.48   26702    1391   25979   270576  10.13
  1880          68     0.05803  0.05638  0.49   25311    1427   24589   244597   9.66
  1880          69     0.06402  0.06207  0.51   23884    1482   23155   220008   9.21
  1880          70     0.06815  0.06585  0.49   22402    1475   21648   196853   8.79
  1880          71     0.06788  0.06567  0.50   20927    1374   20246   175205   8.37
  1880          72     0.07745  0.07463  0.51   19552    1459   18840   154959   7.93
  1880          73     0.08328  0.07997  0.50   18093    1447   17375   136118   7.52
  1880          74     0.08122  0.07803  0.50   16646    1299   15991   118744   7.13
  1880          75     0.09623  0.09182  0.50   15347    1409   14644   102753   6.70
  1880          76     0.10335  0.09842  0.52   13938    1372   13273    88109   6.32
  1880          77     0.11112  0.10521  0.49   12566    1322   11898    74836   5.96
  1880          78     0.11935  0.11264  0.50   11244    1266   10612    62938   5.60
  1880          79     0.13304  0.12484  0.51    9978    1246    9363    52327   5.24
  1880          80     0.14110  0.13165  0.49    8732    1150    8147    42964   4.92
  1880          81     0.17421  0.16035  0.50    7582    1216    6979    34817   4.59
  1880          82     0.17127  0.15774  0.50    6367    1004    5863    27838   4.37
  1880          83     0.16416  0.15194  0.51    5362     815    4963    21975   4.10
  1880          84     0.20914  0.18958  0.51    4548     862    4122    17011   3.74
  1880          85     0.21863  0.19709  0.50    3685     726    3322    12889   3.50
  1880          86     0.23722  0.21131  0.48    2959     625    2636     9567   3.23
  1880          87     0.30094  0.26116  0.49    2334     609    2025     6931   2.97
  1880          88     0.33809  0.28938  0.50    1724     499    1476     4905   2.84
  1880          89     0.31563  0.27062  0.47    1225     332    1051     3430   2.80
  1880          90     0.30000  0.25795  0.46     894     231     768     2379   2.66
  1880          91     0.38140  0.31905  0.49     663     212     555     1611   2.43
  1880          92     0.41525  0.34266  0.49     452     155     373     1056   2.34
  1880          93     0.36250  0.30851  0.52     297      92     253      683   2.30
  1880          94     0.51592  0.41538  0.53     205      85     165      431   2.10
  1880          95     0.46154  0.36842  0.45     120      44      96      265   2.21
  1880          96     0.46552  0.37500  0.48      76      28      61      169   2.24
  1880          97     0.14634  0.13333  0.33      47       6      43      108   2.29
  1880          98     0.85714  0.61538  0.54      41      25      29       65   1.59
  1880          99     0.54545  0.40000  0.33      16       6      12       36   2.27
  1880         100     0.00000  0.00000  0.50       9       0       9       24   2.56
  1880         101     1.00000  0.66667  0.50       9       6       6       15   1.56
  1880         102     0.00000  0.00000  0.50       3       0       3        8   2.67
  1880         103     0.00000  0.00000  0.50       3       0       3        5   1.67
  1880         104     1.50000  1.00000  0.67       3       3       2        2   0.67
  1880         105           .        .     .       0       0       0        0      .
  1880         106           .        .     .       0       0       0        0      .
  1880         107           .        .     .       0       0       0        0      .
  1880         108           .        .     .       0       0       0        0      .
  1880         109           .        .     .       0       0       0        0      .
  1880         110+          .        .     .       0       0       0        0      .
  1881           0     0.21626  0.18889  0.33  100000   18889   87344  3965766  39.66
  1881           1     0.06745  0.06505  0.45   81111    5276   78224  3878422  47.82
  1881           2     0.03610  0.03545  0.49   75834    2688   74472  3800198  50.11
  1881           3     0.02658  0.02623  0.51   73146    1919   72199  3725726  50.94
  1881           4     0.02145  0.02123  0.50   71228    1512   70477  3653527  51.29
  1881           5     0.01383  0.01372  0.46   69716     957   69200  3583050  51.40
  1881           6     0.00805  0.00802  0.48   68759     551   68472  3513851  51.10
  1881           7     0.00588  0.00587  0.53   68207     400   68020  3445379  50.51
  1881           8     0.00668  0.00666  0.51   67807     452   67586  3377359  49.81
  1881           9     0.00644  0.00642  0.51   67356     433   67144  3309773  49.14
  1881          10     0.00700  0.00698  0.52   66923     467   66700  3242629  48.45
  1881          11     0.00554  0.00552  0.49   66456     367   66268  3175930  47.79
  1881          12     0.00462  0.00461  0.50   66089     304   65936  3109662  47.05
  1881          13     0.00352  0.00351  0.48   65785     231   65664  3043726  46.27
  1881          14     0.00398  0.00397  0.50   65554     260   65423  2978062  45.43
  1881          15     0.00376  0.00376  0.51   65293     245   65173  2912639  44.61
  1881          16     0.00374  0.00373  0.51   65048     243   64928  2847466  43.77
  1881          17     0.00442  0.00442  0.54   64805     286   64675  2782538  42.94
  1881          18     0.00607  0.00605  0.51   64519     390   64328  2717863  42.13
  1881          19     0.00700  0.00698  0.49   64129     447   63901  2653536  41.38
  1881          20     0.00656  0.00654  0.48   63681     416   63466  2589634  40.67
  1881          21     0.00816  0.00813  0.51   63265     514   63015  2526168  39.93
  1881          22     0.00774  0.00771  0.49   62750     484   62504  2463154  39.25
  1881          23     0.00838  0.00835  0.50   62266     520   62008  2400650  38.55
  1881          24     0.00875  0.00871  0.49   61747     538   61473  2338642  37.87
  1881          25     0.00859  0.00855  0.49   61209     523   60941  2277170  37.20
  1881          26     0.00813  0.00810  0.51   60685     492   60443  2216229  36.52
  1881          27     0.00741  0.00738  0.50   60194     444   59972  2155785  35.81
  1881          28     0.00836  0.00833  0.50   59750     497   59500  2095813  35.08
  1881          29     0.00776  0.00773  0.50   59252     458   59023  2036313  34.37
  1881          30     0.00849  0.00846  0.49   58794     497   58541  1977290  33.63
  1881          31     0.00770  0.00768  0.51   58297     447   58077  1918750  32.91
  1881          32     0.00829  0.00826  0.49   57850     478   57606  1860673  32.16
  1881          33     0.00781  0.00778  0.51   57372     446   57155  1803067  31.43
  1881          34     0.00878  0.00874  0.51   56926     498   56683  1745911  30.67
  1881          35     0.00891  0.00887  0.50   56428     501   56176  1689229  29.94
  1881          36     0.02242  0.02222  0.61   55927    1243   55441  1633053  29.20
  1881          37     0.02894  0.02847  0.43   54685    1557   53794  1577612  28.85
  1881          38     0.01237  0.01229  0.51   53128     653   52808  1523818  28.68
  1881          39     0.00901  0.00897  0.51   52475     470   52244  1471010  28.03
  1881          40     0.00940  0.00936  0.49   52005     487   51756  1418766  27.28
  1881          41     0.00876  0.00872  0.51   51518     449   51298  1367011  26.53
  1881          42     0.01111  0.01105  0.53   51068     564   50804  1315713  25.76
  1881          43     0.01121  0.01115  0.51   50504     563   50228  1264909  25.05
  1881          44     0.01135  0.01128  0.51   49941     564   49664  1214680  24.32
  1881          45     0.01166  0.01159  0.50   49377     572   49090  1165017  23.59
  1881          46     0.01314  0.01306  0.53   48805     637   48505  1115927  22.87
  1881          47     0.01336  0.01328  0.52   48167     640   47863  1067422  22.16
  1881          48     0.01438  0.01427  0.50   47528     678   47187  1019559  21.45
  1881          49     0.01588  0.01575  0.51   46849     738   46488   972372  20.76
  1881          50     0.01617  0.01604  0.49   46111     740   45737   925884  20.08
  1881          51     0.01875  0.01858  0.51   45372     843   44961   880148  19.40
  1881          52     0.01802  0.01787  0.51   44529     796   44137   835186  18.76
  1881          53     0.01924  0.01905  0.48   43733     833   43304   791049  18.09
  1881          54     0.02122  0.02100  0.51   42900     901   42463   747746  17.43
  1881          55     0.02155  0.02133  0.52   41999     896   41568   705283  16.79
  1881          56     0.02588  0.02555  0.50   41103    1050   40576   663715  16.15
  1881          57     0.02575  0.02543  0.51   40053    1019   39557   623139  15.56
  1881          58     0.02813  0.02775  0.51   39034    1083   38505   583582  14.95
  1881          59     0.03282  0.03230  0.50   37951    1226   37344   545077  14.36
  1881          60     0.03480  0.03421  0.51   36726    1256   36105   507734  13.83
  1881          61     0.03539  0.03475  0.48   35469    1233   34830   471628  13.30
  1881          62     0.03691  0.03623  0.49   34236    1240   33607   436798  12.76
  1881          63     0.03864  0.03789  0.49   32996    1250   32355   403191  12.22
  1881          64     0.04521  0.04419  0.49   31746    1403   31031   370836  11.68
  1881          65     0.04348  0.04256  0.50   30343    1291   29700   339805  11.20
  1881          66     0.05103  0.04976  0.50   29052    1446   28331   310105  10.67
  1881          67     0.05065  0.04940  0.50   27606    1364   26926   281774  10.21
