  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1898           3     0.02375  0.02345  0.46   77403    1815   76422  3947380  51.00
  1898           4     0.01268  0.01260  0.49   75588     952   75100  3870958  51.21
  1898           5     0.01068  0.01063  0.49   74636     793   74231  3795858  50.86
  1898           6     0.00780  0.00777  0.51   73843     574   73562  3721627  50.40
  1898           7     0.00802  0.00798  0.51   73269     585   72982  3648065  49.79
  1898           8     0.00663  0.00661  0.50   72684     480   72444  3575084  49.19
  1898           9     0.00617  0.00615  0.50   72204     444   71983  3502640  48.51
  1898          10     0.00488  0.00486  0.49   71760     349   71582  3430657  47.81
  1898          11     0.00363  0.00363  0.50   71410     259   71281  3359076  47.04
  1898          12     0.00399  0.00399  0.50   71151     284   71010  3287795  46.21
  1898          13     0.00380  0.00379  0.51   70868     269   70736  3216785  45.39
  1898          14     0.00328  0.00328  0.49   70599     231   70481  3146049  44.56
  1898          15     0.00394  0.00393  0.51   70368     276   70232  3075568  43.71
  1898          16     0.00442  0.00441  0.49   70091     309   69935  3005336  42.88
  1898          17     0.00593  0.00591  0.51   69782     413   69582  2935401  42.07
  1898          18     0.00820  0.00817  0.52   69370     567   69095  2865819  41.31
  1898          19     0.03235  0.03197  0.63   68803    2199   67993  2796724  40.65
  1898          20     0.03817  0.03735  0.42   66604    2487   65171  2728731  40.97
  1898          21     0.01278  0.01270  0.50   64116     814   63708  2663560  41.54
  1898          22     0.01014  0.01009  0.50   63302     639   62985  2599851  41.07
  1898          23     0.00793  0.00790  0.52   62663     495   62423  2536866  40.48
  1898          24     0.00785  0.00781  0.48   62168     486   61917  2474443  39.80
  1898          25     0.00847  0.00843  0.49   61682     520   61418  2412526  39.11
  1898          26     0.00767  0.00764  0.50   61162     468   60927  2351108  38.44
  1898          27     0.00786  0.00783  0.49   60695     475   60452  2290181  37.73
  1898          28     0.00805  0.00802  0.51   60220     483   59983  2229728  37.03
  1898          29     0.00690  0.00688  0.47   59737     411   59520  2169745  36.32
  1898          30     0.00769  0.00766  0.52   59326     454   59109  2110225  35.57
  1898          31     0.00842  0.00839  0.51   58871     494   58631  2051117  34.84
  1898          32     0.00801  0.00798  0.50   58378     466   58143  1992486  34.13
  1898          33     0.00672  0.00670  0.50   57912     388   57718  1934343  33.40
  1898          34     0.00717  0.00715  0.50   57524     411   57318  1876625  32.62
  1898          35     0.00846  0.00843  0.48   57113     481   56863  1819307  31.85
  1898          36     0.00790  0.00787  0.50   56631     446   56408  1762443  31.12
  1898          37     0.00674  0.00672  0.51   56186     377   56000  1706036  30.36
  1898          38     0.00755  0.00752  0.51   55808     420   55601  1650036  29.57
  1898          39     0.00919  0.00915  0.51   55389     507   55140  1594435  28.79
  1898          40     0.00826  0.00823  0.50   54882     451   54655  1539295  28.05
  1898          41     0.01927  0.01912  0.60   54430    1041   54013  1484640  27.28
  1898          42     0.01539  0.01527  0.50   53389     815   52980  1430627  26.80
  1898          43     0.01664  0.01649  0.45   52574     867   52093  1377646  26.20
  1898          44     0.01211  0.01204  0.50   51707     622   51399  1325553  25.64
  1898          45     0.01235  0.01227  0.50   51085     627   50770  1274154  24.94
  1898          46     0.01255  0.01247  0.48   50458     629   50128  1223384  24.25
  1898          47     0.01395  0.01386  0.50   49829     690   49482  1173256  23.55
  1898          48     0.01513  0.01501  0.49   49139     738   48763  1123774  22.87
  1898          49     0.01444  0.01433  0.48   48401     694   48041  1075011  22.21
  1898          50     0.01277  0.01269  0.51   47707     606   47410  1026970  21.53
  1898          51     0.01557  0.01545  0.50   47102     728   46736   979560  20.80
  1898          52     0.01568  0.01555  0.49   46374     721   46007   932825  20.12
  1898          53     0.01675  0.01661  0.49   45653     758   45270   886817  19.43
  1898          54     0.01487  0.01476  0.50   44895     662   44566   841547  18.74
  1898          55     0.01888  0.01869  0.48   44232     827   43805   796982  18.02
  1898          56     0.01984  0.01964  0.51   43405     853   42985   753177  17.35
  1898          57     0.02245  0.02220  0.50   42553     945   42077   710192  16.69
  1898          58     0.02248  0.02223  0.50   41608     925   41149   668116  16.06
  1898          59     0.02614  0.02581  0.50   40683    1050   40161   626966  15.41
  1898          60     0.02724  0.02688  0.50   39633    1065   39105   586806  14.81
  1898          61     0.03075  0.03029  0.51   38568    1168   37997   547701  14.20
  1898          62     0.03038  0.02993  0.51   37399    1119   36848   509705  13.63
  1898          63     0.03561  0.03498  0.49   36280    1269   35635   472856  13.03
  1898          64     0.03668  0.03602  0.50   35011    1261   34377   437222  12.49
  1898          65     0.04110  0.04029  0.51   33750    1360   33081   402845  11.94
  1898          66     0.04496  0.04397  0.50   32390    1424   31678   369764  11.42
  1898          67     0.05018  0.04894  0.50   30966    1516   30202   338086  10.92
  1898          68     0.05457  0.05313  0.50   29451    1565   28670   307884  10.45
  1898          69     0.05586  0.05437  0.51   27886    1516   27143   279214  10.01
  1898          70     0.05959  0.05788  0.50   26370    1526   25613   252071   9.56
  1898          71     0.06726  0.06510  0.51   24843    1617   24046   226458   9.12
  1898          72     0.06736  0.06515  0.50   23226    1513   22464   202412   8.71
  1898          73     0.07670  0.07382  0.49   21713    1603   20897   179949   8.29
  1898          74     0.08117  0.07799  0.50   20110    1568   19323   159051   7.91
  1898          75     0.08455  0.08111  0.50   18542    1504   17788   139728   7.54
  1898          76     0.09019  0.08629  0.50   17038    1470   16301   121940   7.16
  1898          77     0.09952  0.09487  0.51   15568    1477   14841   105639   6.79
  1898          78     0.10583  0.10055  0.50   14091    1417   13388    90799   6.44
  1898          79     0.11604  0.10946  0.48   12674    1387   11955    77411   6.11
  1898          80     0.12161  0.11452  0.49   11287    1293   10628    65455   5.80
  1898          81     0.13706  0.12839  0.51    9994    1283    9362    54827   5.49
  1898          82     0.15048  0.14000  0.50    8711    1220    8104    45466   5.22
  1898          83     0.14117  0.13168  0.49    7491     986    6988    37361   4.99
  1898          84     0.15732  0.14586  0.50    6505     949    6031    30374   4.67
  1898          85     0.15676  0.14492  0.48    5556     805    5136    24343   4.38
  1898          86     0.20421  0.18583  0.52    4751     883    4323    19206   4.04
  1898          87     0.21299  0.19233  0.50    3868     744    3493    14883   3.85
  1898          88     0.22619  0.20347  0.51    3124     636    2810    11390   3.65
  1898          89     0.24118  0.21570  0.51    2489     537    2226     8580   3.45
  1898          90     0.23741  0.21230  0.50    1952     414    1745     6354   3.26
  1898          91     0.24483  0.21746  0.49    1537     334    1365     4609   3.00
  1898          92     0.33741  0.28767  0.49    1203     346    1026     3243   2.70
  1898          93     0.33621  0.28571  0.47     857     245     728     2218   2.59
  1898          94     0.33134  0.28462  0.50     612     174     526     1489   2.43
  1898          95     0.35073  0.30108  0.53     438     132     376      964   2.20
  1898          96     0.38769  0.32308  0.48     306      99     255      588   1.92
  1898          97     0.57692  0.45455  0.53     207      94     163      333   1.61
  1898          98     0.53097  0.41667  0.48     113      47      89      170   1.50
  1898          99     0.81356  0.57143  0.48      66      38      46       81   1.23
  1898         100     0.62069  0.50000  0.61      28      14      23       35   1.22
  1898         101     1.00000  0.66667  0.50      14       9       9       12   0.83
  1898         102     2.00000  1.00000  0.50       5       5       2        2   0.50
  1898         103           .        .     .       0       0       0        0      .
  1898         104           .        .     .       0       0       0        0      .
  1898         105           .        .     .       0       0       0        0      .
  1898         106           .        .     .       0       0       0        0      .
  1898         107           .        .     .       0       0       0        0      .
  1898         108           .        .     .       0       0       0        0      .
  1898         109           .        .     .       0       0       0        0      .
  1898         110+          .        .     .       0       0       0        0      .
  1899           0     0.17441  0.15616  0.33  100000   15616   89537  4205789  42.06
  1899           1     0.06412  0.06199  0.47   84384    5231   81586  4116252  48.78
  1899           2     0.03125  0.03074  0.47   79153    2433   77864  4034666  50.97
  1899           3     0.01852  0.01835  0.50   76720    1408   76014  3956802  51.57
  1899           4     0.01164  0.01157  0.49   75312     872   74868  3880788  51.53
  1899           5     0.01035  0.01030  0.50   74441     767   74060  3805920  51.13
  1899           6     0.00857  0.00854  0.50   73674     629   73361  3731860  50.65
  1899           7     0.00840  0.00837  0.50   73045     611   72737  3658499  50.09
  1899           8     0.00661  0.00658  0.50   72434     477   72193  3585762  49.50
  1899           9     0.00575  0.00573  0.48   71957     412   71743  3513568  48.83
  1899          10     0.00469  0.00468  0.51   71544     335   71380  3441825  48.11
  1899          11     0.00404  0.00403  0.52   71210     287   71072  3370445  47.33
  1899          12     0.00393  0.00392  0.50   70923     278   70784  3299373  46.52
  1899          13     0.00372  0.00371  0.49   70645     262   70512  3228588  45.70
  1899          14     0.00331  0.00331  0.51   70383     233   70270  3158076  44.87
  1899          15     0.00448  0.00447  0.52   70150     313   70000  3087807  44.02
  1899          16     0.00477  0.00476  0.53   69837     332   69679  3017807  43.21
  1899          17     0.00718  0.00715  0.53   69504     497   69269  2948128  42.42
  1899          18     0.03065  0.03031  0.63   69007    2091   68226  2878859  41.72
  1899          19     0.02995  0.02942  0.39   66916    1969   65725  2810633  42.00
  1899          20     0.01773  0.01759  0.56   64947    1142   64447  2744908  42.26
  1899          21     0.00996  0.00991  0.50   63805     632   63487  2680461  42.01
  1899          22     0.00870  0.00867  0.51   63173     547   62904  2616974  41.43
  1899          23     0.00877  0.00874  0.52   62625     547   62362  2554070  40.78
  1899          24     0.00806  0.00803  0.52   62078     498   61838  2491707  40.14
  1899          25     0.00865  0.00861  0.50   61579     530   61315  2429870  39.46
  1899          26     0.00658  0.00656  0.51   61049     400   60852  2368555  38.80
  1899          27     0.00742  0.00739  0.51   60649     448   60430  2307703  38.05
  1899          28     0.00769  0.00766  0.50   60200     461   59968  2247273  37.33
  1899          29     0.00787  0.00784  0.51   59739     468   59510  2187305  36.61
  1899          30     0.00778  0.00775  0.48   59271     459   59031  2127795  35.90
  1899          31     0.00734  0.00732  0.50   58812     430   58595  2068764  35.18
  1899          32     0.00734  0.00731  0.48   58382     427   58160  2010169  34.43
  1899          33     0.00673  0.00671  0.50   57955     389   57762  1952009  33.68
  1899          34     0.00673  0.00671  0.51   57566     386   57377  1894247  32.91
  1899          35     0.00656  0.00654  0.53   57180     374   57003  1836870  32.12
  1899          36     0.00707  0.00705  0.50   56806     400   56606  1779867  31.33
  1899          37     0.00741  0.00738  0.51   56406     416   56201  1723260  30.55
  1899          38     0.00676  0.00674  0.51   55990     377   55806  1667060  29.77
  1899          39     0.00840  0.00837  0.51   55612     465   55386  1611254  28.97
  1899          40     0.01618  0.01607  0.57   55147     886   54768  1555868  28.21
  1899          41     0.01252  0.01245  0.53   54261     675   53942  1501100  27.66
  1899          42     0.01686  0.01671  0.47   53585     895   53110  1447157  27.01
  1899          43     0.01187  0.01180  0.49   52690     622   52373  1394048  26.46
  1899          44     0.01126  0.01119  0.50   52068     583   51776  1341675  25.77
  1899          45     0.01085  0.01079  0.50   51485     555   51208  1289899  25.05
  1899          46     0.01221  0.01214  0.50   50930     618   50623  1238691  24.32
  1899          47     0.01204  0.01197  0.51   50312     602   50014  1188068  23.61
  1899          48     0.01345  0.01336  0.50   49709     664   49379  1138054  22.89
  1899          49     0.01374  0.01364  0.50   49045     669   48710  1088676  22.20
  1899          50     0.01453  0.01442  0.50   48376     698   48028  1039966  21.50
  1899          51     0.01565  0.01553  0.50   47678     740   47310   991937  20.80
  1899          52     0.01489  0.01478  0.50   46938     694   46590   944627  20.12
  1899          53     0.01626  0.01613  0.50   46244     746   45874   898038  19.42
  1899          54     0.01647  0.01634  0.51   45499     743   45135   852164  18.73
  1899          55     0.01938  0.01920  0.51   44755     859   44337   807028  18.03
  1899          56     0.01955  0.01935  0.49   43896     849   43463   762692  17.37
  1899          57     0.02263  0.02237  0.49   43046     963   42558   719229  16.71
  1899          58     0.02419  0.02389  0.49   42084    1005   41567   676671  16.08
  1899          59     0.02600  0.02567  0.51   41078    1055   40558   635104  15.46
  1899          60     0.02796  0.02758  0.50   40024    1104   39477   594546  14.85
  1899          61     0.02800  0.02761  0.50   38920    1075   38386   555070  14.26
  1899          62     0.03246  0.03194  0.50   37845    1209   37239   516684  13.65
  1899          63     0.03582  0.03518  0.49   36637    1289   35976   479445  13.09
  1899          64     0.03766  0.03697  0.51   35348    1307   34703   443470  12.55
  1899          65     0.03984  0.03906  0.50   34041    1330   33374   408767  12.01
  1899          66     0.04432  0.04338  0.51   32711    1419   32018   375393  11.48
  1899          67     0.04804  0.04693  0.51   31292    1469   30574   343376  10.97
  1899          68     0.05402  0.05259  0.50   29824    1569   29037   312802  10.49
  1899          69     0.05822  0.05657  0.50   28255    1598   27457   283765  10.04
  1899          70     0.06756  0.06539  0.51   26657    1743   25800   256308   9.62
  1899          71     0.06794  0.06568  0.49   24914    1636   24084   230508   9.25
  1899          72     0.07182  0.06928  0.49   23277    1613   22455   206423   8.87
  1899          73     0.07526  0.07259  0.51   21665    1573   20895   183969   8.49
  1899          74     0.07880  0.07585  0.51   20092    1524   19339   163074   8.12
  1899          75     0.08257  0.07935  0.51   18568    1473   17845   143735   7.74
  1899          76     0.08764  0.08408  0.52   17095    1437   16401   125890   7.36
  1899          77     0.10269  0.09760  0.49   15657    1528   14882   109490   6.99
  1899          78     0.09854  0.09393  0.50   14129    1327   13468    94608   6.70
  1899          79     0.11349  0.10725  0.49   12802    1373   12099    81140   6.34
  1899          80     0.10815  0.10264  0.50   11429    1173   10847    69041   6.04
  1899          81     0.13844  0.12933  0.49   10256    1326    9582    58194   5.67
  1899          82     0.12874  0.12097  0.50    8930    1080    8391    48613   5.44
  1899          83     0.13983  0.13081  0.51    7849    1027    7343    40222   5.12
  1899          84     0.14857  0.13824  0.50    6823     943    6348    32879   4.82
  1899          85     0.17420  0.16041  0.51    5879     943    5414    26531   4.51
  1899          86     0.19532  0.17788  0.50    4936     878    4496    21117   4.28
  1899          87     0.17618  0.16199  0.50    4058     657    3731    16622   4.10
  1899          88     0.22719  0.20355  0.49    3401     692    3047    12890   3.79
  1899          89     0.21680  0.19554  0.50    2709     530    2443     9843   3.63
  1899          90     0.23306  0.20896  0.51    2179     455    1954     7400   3.40
  1899          91     0.27176  0.23989  0.51    1724     413    1522     5447   3.16
  1899          92     0.27492  0.24291  0.52    1310     318    1158     3925   3.00
  1899          93     0.30894  0.26698  0.49     992     265     857     2767   2.79
  1899          94     0.32836  0.28115  0.49     727     204     623     1910   2.63
  1899          95     0.33046  0.28444  0.51     523     149     450     1288   2.46
  1899          96     0.42211  0.34783  0.49     374     130     308      838   2.24
  1899          97     0.39924  0.33333  0.50     244      81     204      530   2.17
  1899          98     0.41379  0.34286  0.50     163      56     135      326   2.00
  1899          99     0.36842  0.30435  0.43     107      33      88      191   1.79
  1899         100     0.63158  0.50000  0.58      74      37      59      103   1.39
  1899         101     0.70588  0.50000  0.42      37      19      26       44   1.19
  1899         102     1.12500  0.75000  0.56      19      14      12       18   0.96
  1899         103     0.60000  0.50000  0.67       5       2       4        5   1.17
  1899         104     1.50000  1.00000  0.67       2       2       2        2   0.67
  1899         105           .        .     .       0       0       0        0      .
  1899         106           .        .     .       0       0       0        0      .
  1899         107           .        .     .       0       0       0        0      .
  1899         108           .        .     .       0       0       0        0      .
  1899         109           .        .     .       0       0       0        0      .
  1899         110+          .        .     .       0       0       0        0      .
  1900           0     0.17994  0.16058  0.33  100000   16058   89241  4296291  42.96
  1900           1     0.05552  0.05390  0.46   83942    4525   81497  4207050  50.12
  1900           2     0.02567  0.02534  0.50   79417    2012   78402  4125553  51.95
  1900           3     0.01778  0.01762  0.49   77405    1364   76708  4047151  52.29
  1900           4     0.01181  0.01175  0.51   76041     893   75602  3970443  52.21
  1900           5     0.01066  0.01060  0.50   75148     797   74750  3894841  51.83
  1900           6     0.00901  0.00897  0.50   74351     667   74020  3820091  51.38
  1900           7     0.00797  0.00793  0.49   73684     585   73387  3746071  50.84
  1900           8     0.00600  0.00599  0.49   73099     438   72875  3672683  50.24
  1900           9     0.00493  0.00492  0.49   72662     358   72480  3599809  49.54
  1900          10     0.00469  0.00468  0.50   72304     338   72134  3527329  48.78
  1900          11     0.00409  0.00408  0.49   71966     294   71816  3455194  48.01
  1900          12     0.00352  0.00352  0.49   71672     252   71543  3383378  47.21
  1900          13     0.00346  0.00345  0.50   71420     247   71298  3311835  46.37
  1900          14     0.00333  0.00333  0.49   71173     237   71054  3240537  45.53
  1900          15     0.00441  0.00440  0.49   70937     312   70778  3169484  44.68
  1900          16     0.00582  0.00581  0.52   70624     410   70428  3098706  43.88
  1900          17     0.02083  0.02067  0.63   70214    1451   69672  3028278  43.13
  1900          18     0.02404  0.02370  0.40   68763    1630   67781  2958606  43.03
  1900          19     0.00908  0.00904  0.52   67133     607   66844  2890824  43.06
  1900          20     0.00735  0.00732  0.52   66526     487   66290  2823981  42.45
  1900          21     0.00886  0.00882  0.50   66039     582   65749  2757690  41.76
  1900          22     0.00831  0.00828  0.50   65457     542   65189  2691941  41.13
  1900          23     0.00836  0.00832  0.51   64915     540   64653  2626752  40.46
  1900          24     0.00865  0.00861  0.50   64375     554   64097  2562099  39.80
  1900          25     0.00821  0.00818  0.49   63821     522   63553  2498002  39.14
  1900          26     0.00899  0.00895  0.51   63299     566   63019  2434449  38.46
  1900          27     0.00833  0.00829  0.52   62732     520   62481  2371429  37.80
  1900          28     0.00757  0.00754  0.52   62212     469   61987  2308949  37.11
  1900          29     0.00756  0.00753  0.51   61743     465   61517  2246962  36.39
  1900          30     0.00818  0.00815  0.50   61278     499   61026  2185445  35.66
  1900          31     0.00654  0.00652  0.51   60779     396   60583  2124419  34.95
  1900          32     0.00689  0.00687  0.50   60383     415   60177  2063835  34.18
  1900          33     0.00732  0.00730  0.50   59968     438   59749  2003659  33.41
  1900          34     0.00751  0.00749  0.52   59530     446   59314  1943910  32.65
  1900          35     0.00723  0.00721  0.51   59085     426   58877  1884596  31.90
  1900          36     0.00741  0.00738  0.51   58659     433   58445  1825719  31.12
  1900          37     0.00791  0.00788  0.52   58226     459   58005  1767273  30.35
  1900          38     0.00776  0.00773  0.49   57767     447   57539  1709268  29.59
  1900          39     0.02353  0.02330  0.58   57321    1335   56757  1651729  28.82
  1900          40     0.01549  0.01538  0.53   55985     861   55584  1594972  28.49
  1900          41     0.02008  0.01986  0.44   55124    1095   54508  1539388  27.93
  1900          42     0.01132  0.01126  0.50   54030     608   53726  1484880  27.48
  1900          43     0.01202  0.01195  0.52   53422     638   53112  1431153  26.79
  1900          44     0.01051  0.01046  0.52   52783     552   52519  1378041  26.11
  1900          45     0.01052  0.01047  0.50   52231     547   51959  1325522  25.38
  1900          46     0.01040  0.01035  0.50   51685     535   51419  1273563  24.64
  1900          47     0.01210  0.01203  0.51   51150     615   50849  1222144  23.89
  1900          48     0.01357  0.01348  0.50   50535     681   50192  1171295  23.18
  1900          49     0.01264  0.01256  0.49   49854     626   49534  1121103  22.49
  1900          50     0.01175  0.01168  0.48   49227     575   48930  1071568  21.77
  1900          51     0.01460  0.01449  0.48   48652     705   48286  1022639  21.02
  1900          52     0.01349  0.01340  0.49   47948     643   47622   974352  20.32
  1900          53     0.01424  0.01414  0.48   47305     669   46956   926731  19.59
  1900          54     0.01635  0.01622  0.51   46636     756   46269   879775  18.86
  1900          55     0.01730  0.01715  0.49   45880     787   45476   833505  18.17
  1900          56     0.01979  0.01960  0.50   45093     884   44650   788029  17.48
  1900          57     0.02036  0.02015  0.49   44209     891   43755   743380  16.82
  1900          58     0.02144  0.02121  0.49   43319     919   42852   699625  16.15
  1900          59     0.02498  0.02468  0.50   42400    1046   41880   656773  15.49
  1900          60     0.02568  0.02534  0.49   41354    1048   40818   614893  14.87
  1900          61     0.02948  0.02905  0.50   40305    1171   39717   574075  14.24
  1900          62     0.03457  0.03399  0.50   39135    1330   38475   534359  13.65
  1900          63     0.03308  0.03254  0.49   37804    1230   37182   495884  13.12
  1900          64     0.03904  0.03828  0.49   36574    1400   35863   458702  12.54
  1900          65     0.04013  0.03933  0.49   35174    1384   34475   422838  12.02
  1900          66     0.04062  0.03979  0.49   33791    1345   33104   388364  11.49
  1900          67     0.04743  0.04634  0.50   32446    1504   31700   355260  10.95
  1900          68     0.05601  0.05452  0.51   30943    1687   30122   323560  10.46
  1900          69     0.05853  0.05687  0.50   29256    1664   28425   293438  10.03
  1900          70     0.06212  0.06023  0.50   27592    1662   26753   265013   9.60
  1900          71     0.06646  0.06429  0.49   25930    1667   25084   238260   9.19
  1900          72     0.06894  0.06667  0.50   24263    1618   23462   213176   8.79
  1900          73     0.07590  0.07313  0.50   22646    1656   21819   189714   8.38
  1900          74     0.08183  0.07859  0.50   20989    1650   20159   167895   8.00
  1900          75     0.08905  0.08535  0.51   19340    1651   18536   147736   7.64
  1900          76     0.09571  0.09124  0.49   17689    1614   16862   129200   7.30
  1900          77     0.09656  0.09208  0.50   16075    1480   15329   112338   6.99
  1900          78     0.10029  0.09541  0.49   14595    1393   13886    97010   6.65
  1900          79     0.10851  0.10296  0.50   13203    1359   12528    83124   6.30
  1900          80     0.11907  0.11235  0.50   11843    1331   11174    70596   5.96
  1900          81     0.12604  0.11852  0.50   10513    1246    9885    59422   5.65
  1900          82     0.14244  0.13318  0.51    9267    1234    8664    49537   5.35
  1900          83     0.14334  0.13345  0.48    8033    1072    7479    40873   5.09
  1900          84     0.16208  0.14995  0.50    6961    1044    6440    33394   4.80
  1900          85     0.17024  0.15654  0.49    5917     926    5440    26955   4.56
  1900          86     0.17807  0.16345  0.50    4991     816    4581    21514   4.31
  1900          87     0.18012  0.16498  0.49    4175     689    3824    16933   4.06
  1900          88     0.21370  0.19285  0.49    3486     672    3146    13109   3.76
  1900          89     0.23537  0.21053  0.50    2814     592    2517     9963   3.54
  1900          90     0.24337  0.21693  0.50    2221     482    1980     7446   3.35
  1900          91     0.25419  0.22568  0.50    1740     393    1544     5466   3.14
  1900          92     0.29039  0.25305  0.49    1347     341    1174     3922   2.91
  1900          93     0.32182  0.27570  0.48    1006     277     862     2748   2.73
  1900          94     0.38077  0.31935  0.49     729     233     611     1886   2.59
  1900          95     0.31261  0.27014  0.50     496     134     429     1275   2.57
  1900          96     0.37696  0.31169  0.44     362     113     299      846   2.34
  1900          97     0.39474  0.33019  0.50     249      82     208      547   2.19
  1900          98     0.60736  0.46479  0.49     167      78     128      339   2.03
  1900          99     0.37895  0.31579  0.47      89      28      74      211   2.36
  1900         100     0.41538  0.34615  0.52      61      21      51      136   2.23
  1900         101     0.53846  0.41176  0.43      40      16      31       85   2.14
  1900         102     0.36000  0.30000  0.44      24       7      20       55   2.33
  1900         103     0.33333  0.28571  0.50      16       5      14       35   2.14
  1900         104     0.54545  0.40000  0.33      12       5       9       21   1.80
  1900         105     1.00000  0.66667  0.50       7       5       5       13   1.78
  1900         106     0.00000  0.00000  0.50       2       0       2        8   3.33
  1900         107     0.00000  0.00000  0.50       2       0       2        5   2.33
  1900         108     0.00000  0.00000  0.50       2       0       2        3   1.33
  1900         109     3.00000  1.00000  0.33       2       2       1        1   0.33
  1900         110+          .        .     .       0       0       0        0      .
  1901           0     0.16800  0.15100  0.33  100000   15100   89883  4401247  44.01
  1901           1     0.05079  0.04949  0.48   84900    4201   82720  4311364  50.78
  1901           2     0.02463  0.02433  0.49   80698    1963   79702  4228644  52.40
  1901           3     0.01733  0.01718  0.50   78735    1353   78065  4148942  52.69
  1901           4     0.01239  0.01231  0.50   77382     953   76902  4070877  52.61
  1901           5     0.01107  0.01101  0.51   76430     841   76014  3993975  52.26
  1901           6     0.00939  0.00934  0.50   75589     706   75236  3917961  51.83
  1901           7     0.00657  0.00655  0.47   74882     490   74624  3842725  51.32
  1901           8     0.00555  0.00553  0.50   74392     412   74186  3768101  50.65
  1901           9     0.00412  0.00411  0.48   73980     304   73821  3693914  49.93
  1901          10     0.00471  0.00470  0.51   73676     346   73506  3620093  49.14
  1901          11     0.00413  0.00412  0.52   73330     302   73184  3546586  48.36
  1901          12     0.00304  0.00304  0.50   73028     222   72916  3473403  47.56
  1901          13     0.00305  0.00305  0.48   72806     222   72691  3400487  46.71
  1901          14     0.00362  0.00362  0.52   72584     263   72459  3327796  45.85
  1901          15     0.00461  0.00460  0.53   72321     333   72163  3255337  45.01
  1901          16     0.01331  0.01324  0.59   71989     953   71601  3183173  44.22
  1901          17     0.01689  0.01673  0.42   71036    1189   70350  3111573  43.80
  1901          18     0.01040  0.01034  0.50   69847     723   69489  3041223  43.54
  1901          19     0.00723  0.00720  0.50   69125     498   68876  2971734  42.99
  1901          20     0.00947  0.00943  0.52   68627     647   68317  2902858  42.30
  1901          21     0.00865  0.00862  0.51   67980     586   67691  2834540  41.70
  1901          22     0.00900  0.00896  0.52   67394     604   67104  2766850  41.05
  1901          23     0.00861  0.00858  0.50   66790     573   66505  2699746  40.42
  1901          24     0.00806  0.00803  0.51   66217     532   65956  2633241  39.77
  1901          25     0.00932  0.00927  0.51   65685     609   65386  2567285  39.08
  1901          26     0.00808  0.00805  0.50   65076     524   64816  2501899  38.45
  1901          27     0.00845  0.00842  0.51   64553     543   64288  2437083  37.75
  1901          28     0.00916  0.00912  0.50   64010     584   63718  2372794  37.07
  1901          29     0.00787  0.00784  0.50   63426     497   63177  2309077  36.41
  1901          30     0.00797  0.00794  0.49   62929     499   62676  2245900  35.69
  1901          31     0.00642  0.00640  0.50   62429     400   62230  2183224  34.97
  1901          32     0.00698  0.00695  0.51   62029     431   61819  2120994  34.19
  1901          33     0.00722  0.00719  0.49   61598     443   61370  2059175  33.43
  1901          34     0.00674  0.00672  0.48   61155     411   60942  1997805  32.67
  1901          35     0.00611  0.00609  0.52   60745     370   60567  1936863  31.89
  1901          36     0.00665  0.00662  0.49   60375     400   60170  1876296  31.08
  1901          37     0.00685  0.00683  0.53   59975     409   59781  1816126  30.28
  1901          38     0.02589  0.02561  0.58   59566    1525   58920  1756344  29.49
  1901          39     0.01556  0.01545  0.53   58040     897   57619  1697424  29.25
  1901          40     0.02077  0.02053  0.43   57144    1173   56473  1639805  28.70
  1901          41     0.00856  0.00852  0.49   55970     477   55727  1583332  28.29
  1901          42     0.01081  0.01075  0.50   55493     597   55195  1527605  27.53
  1901          43     0.01087  0.01081  0.50   54897     594   54602  1472410  26.82
  1901          44     0.01128  0.01121  0.49   54303     609   53991  1417807  26.11
  1901          45     0.01053  0.01048  0.50   53694     563   53410  1363816  25.40
  1901          46     0.01095  0.01089  0.48   53132     579   52832  1310406  24.66
  1901          47     0.01049  0.01043  0.51   52553     548   52283  1257574  23.93
  1901          48     0.01198  0.01191  0.49   52005     619   51688  1205291  23.18
  1901          49     0.01290  0.01282  0.51   51385     659   51063  1153603  22.45
  1901          50     0.01221  0.01214  0.49   50727     616   50411  1102540  21.73
  1901          51     0.01151  0.01145  0.50   50111     574   49824  1052129  21.00
  1901          52     0.01436  0.01426  0.52   49537     706   49195  1002305  20.23
  1901          53     0.01466  0.01455  0.50   48831     711   48475   953110  19.52
  1901          54     0.01688  0.01674  0.49   48120     805   47710   904634  18.80
  1901          55     0.01795  0.01779  0.52   47315     842   46907   856925  18.11
  1901          56     0.02030  0.02010  0.51   46473     934   46013   810018  17.43
  1901          57     0.01903  0.01885  0.50   45539     858   45108   764005  16.78
  1901          58     0.02297  0.02271  0.51   44680    1015   44180   718897  16.09
  1901          59     0.02422  0.02394  0.52   43666    1045   43162   674717  15.45
  1901          60     0.02813  0.02774  0.50   42620    1182   42023   631555  14.82
  1901          61     0.02958  0.02914  0.49   41438    1208   40825   589531  14.23
  1901          62     0.03526  0.03467  0.51   40231    1395   39549   548706  13.64
  1901          63     0.03837  0.03765  0.50   38836    1462   38112   509156  13.11
  1901          64     0.03586  0.03522  0.50   37374    1316   36710   471044  12.60
  1901          65     0.04260  0.04172  0.50   36057    1504   35306   434335  12.05
  1901          66     0.04538  0.04437  0.50   34553    1533   33786   399028  11.55
  1901          67     0.05053  0.04931  0.51   33020    1628   32223   365242  11.06
